Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
WA9,NOX,01/01/2021 12:45,44.80000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 13:00,47.20000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 13:15,49.60000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 13:30,54.30000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 13:45,49.60000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 14:00,,ug m-3 as NO2,P
WA9,NOX,01/01/2021 14:15,,ug m-3 as NO2,P
WA9,NOX,01/01/2021 14:30,,ug m-3 as NO2,P
WA9,PM10,01/01/2021 00:00,26.00000,ug m-3 reference equiv by VCM,P
WA9,PM10,01/01/2021 00:15,30.00000,ug m-3 reference equiv by VCM,P
WA9,PM10,01/01/2021 00:30,19.00000,ug m-3 reference equiv by VCM,P
WA9,PM10,01/01/2021 00:45,29.00000,ug m-3 reference equiv by VCM,P
WA9,PM10,01/01/2021 01:00,25.00000,ug m-3 reference equiv by VCM,P
WA9,PM10,01/01/2021 01:15,54.00000,ug m-3 reference equiv by VCM,P
WA9,PM10,01/01/2021 01:30,66.00000,ug m-3 reference equiv by VCM,P
WA9,PM10,01/01/2021 01:45,69.00000,ug m-3 reference equiv by VCM,P
WA9,PM10,01/01/2021 02:00,50.00000,ug m-3 reference equiv by VCM,P
WA9,PM10,01/01/2021 02:15,30.00000,ug m-3 reference equiv by VCM,P
WA9,PM10,01/01/2021 02:30,23.00000,ug m-3 reference equiv by VCM,P
WA9,PM10,01/01/2021 02:45,19.00000,ug m-3 reference equiv by VCM,P
WA9,PM10,01/01/2021 03:00,3.00000,ug m-3 reference equiv by VCM,P
WA9,PM10,01/01/2021 03:15,9.00000,ug m-3 reference equiv by VCM,P
WA9,PM10,01/01/2021 03:30,11.00000,ug m-3 reference equiv by VCM,P
WA9,PM10,01/01/2021 03:45,18.00000,ug m-3 reference equiv by VCM,P
WA9,PM10,01/01/2021 04:00,18.00000,ug m-3 reference equiv by VCM,P
WA9,PM10,01/01/2021 04:15,20.00000,ug m-3 reference equiv by VCM,P
WA9,PM10,01/01/2021 04:30,17.00000,ug m-3 reference equiv by VCM,P
WA9,PM10,01/01/2021 04:45,23.00000,ug m-3 reference equiv by VCM,P
WA9,PM10,01/01/2021 05:00,22.00000,ug m-3 reference equiv by VCM,P
WA9,PM10,01/01/2021 05:15,12.00000,ug m-3 reference equiv by VCM,P
WA9,PM10,01/01/2021 05:30,15.00000,ug m-3 reference equiv by VCM,P
WA9,PM10,01/01/2021 05:45,21.00000,ug m-3 reference equiv by VCM,P
WA9,PM10,01/01/2021 06:00,22.00000,ug m-3 reference equiv by VCM,P
WA9,PM10,01/01/2021 06:15,16.00000,ug m-3 reference equiv by VCM,P
WA9,PM10,01/01/2021 06:30,11.00000,ug m-3 reference equiv by VCM,P
WA9,PM10,01/01/2021 06:45,6.00000,ug m-3 reference equiv by VCM,P
WA9,PM10,01/01/2021 07:00,13.00000,ug m-3 reference equiv by VCM,P
WA9,PM10,01/01/2021 07:15,6.00000,ug m-3 reference equiv by VCM,P
WA9,PM10,01/01/2021 07:30,11.00000,ug m-3 reference equiv by VCM,P
WA9,PM10,01/01/2021 07:45,13.00000,ug m-3 reference equiv by VCM,P
WA9,PM10,01/01/2021 08:00,11.00000,ug m-3 reference equiv by VCM,P
WA9,PM10,01/01/2021 08:15,10.00000,ug m-3 reference equiv by VCM,P
WA9,PM10,01/01/2021 08:30,13.00000,ug m-3 reference equiv by VCM,P
WA9,PM10,01/01/2021 08:45,27.00000,ug m-3 reference equiv by VCM,P
